order_id,product_id,quantity,discount_pct
O000086,P0017,4,0.0
O000087,P0017,1,0.05
O000088,P0022,3,0.1
O000088,P0012,2,0.0
O000089,P0023,1,0.0
O000089,P0027,1,0.1
O000090,P0009,1,0.05
O000091,P0008,1,0.05
O000091,P0020,2,0.1
O000091,P0003,1,0.05
O000092,P0015,1,0.0
O000092,P0022,1,0.1
O000092,P0026,3,0.05
O000092,P0029,2,0.0
O000093,P0022,1,0.1
O000094,P0028,1,0.1
O000095,P0027,1,0.0
O000095,P0007,1,0.1
O000096,P0016,1,0.1
O000097,P0009,3,0.0
O000098,P0006,3,0.15
O000098,P0022,1,0.0
O000098,P0013,1,0.1
O000099,P0007,2,0.0
O000100,P0023,2,0.0
O000101,P0030,1,0.1
O000101,P0010,1,0.1
O000101,P0003,1,0.1
O000101,P0008,4,0.05
O000102,P0024,1,0.05
O000102,P0004,1,0.05
O000102,P0023,1,0.0
O000103,P0029,1,0.05
O000104,P0015,2,0.0
O000104,P0018,3,0.0
O000105,P0009,1,0.1
O000105,P0029,2,0.05
O000106,P0008,1,0.1
O000107,P0014,1,0.05
O000107,P0013,4,0.0
O000107,P0027,3,0.1
O000107,P0020,1,0.1
O000107,P0021,2,0.0
O000108,P0029,1,0.05
O000108,P0013,1,0.1
O000109,P0026,2,0.0
O000109,P0019,1,0.0
O000110,P0018,1,0.1
O000110,P0017,1,0.05
O000110,P0008,1,0.0
O000110,P0023,2,0.1
O000110,P0003,2,0.0
O000111,P0028,2,0.05
O000111,P0010,1,0.1
O000112,P0018,1,0.05
O000113,P0011,1,0.1
O000113,P0026,1,0.0
O000113,P0028,2,0.05
O000113,P0013,1,0.1
O000114,P0021,2,0.0
O000114,P0001,1,0.0
O000115,P0010,1,0.0
O000115,P0002,2,0.0
O000115,P0024,1,0.1
O000116,P0015,1,0.05
O000116,P0029,4,0.05
O000117,P0026,1,0.0
O000118,P0011,1,0.0
O000119,P0019,1,0.05
O000119,P0012,1,0.0
O000120,P0010,1,0.1
O000121,P0011,2,0.0
O000121,P0006,1,0.2
O000121,P0010,1,0.05
O000122,P0020,1,0.05
O000123,P0016,3,0.0
O000124,P0017,1,0.0
O000124,P0030,2,0.1
O000124,P0013,1,0.1
O000125,P0026,1,0.05
O000126,P0022,1,0.1
O000127,P0016,2,0.15
O000127,P0009,1,0.05
O000127,P0006,2,0.15
O000128,P0023,1,0.05
O000129,P0022,3,0.05
O000129,P0024,3,0.15
O000129,P0021,2,0.1
O000130,P0026,2,0.05
O000131,P0011,2,0.05
O000132,P0007,1,0.0
O000132,P0017,1,0.1
O000132,P0005,1,0.05
O000132,P0019,2,0.0
O000133,P0010,1,0.0
O000133,P0028,1,0.2
O000133,P0004,3,0.1
O000133,P0025,3,0.05
O000134,P0023,3,0.05
O000134,P0006,2,0.15
O000134,P0005,3,0.0
O000135,P0021,1,0.1
O000135,P0015,2,0.1
O000135,P0007,2,0.15
O000136,P0002,1,0.05
O000137,P0019,1,0.05
O000137,P0013,1,0.0
O000137,P0006,1,0.1
O000138,P0016,1,0.05
O000138,P0018,3,0.0
O000139,P0028,1,0.05
O000139,P0007,2,0.1
O000139,P0019,3,0.1
O000140,P0026,3,0.05
O000140,P0013,4,0.0
O000141,P0022,1,0.05
O000141,P0014,1,0.1
O000141,P0002,2,0.1
O000141,P0010,1,0.0
O000142,P0024,1,0.05
O000142,P0025,3,0.0
O000142,P0016,1,0.0
O000142,P0006,1,0.05
O000143,P0007,1,0.05
O000144,P0009,2,0.0
O000144,P0017,1,0.0
O000145,P0010,2,0.1
O000145,P0014,2,0.1
O000145,P0024,1,0.05
O000146,P0024,1,0.0
O000146,P0025,1,0.05
O000147,P0008,1,0.15
O000147,P0029,3,0.05
O000147,P0024,2,0.15
O000147,P0006,4,0.0
O000148,P0007,1,0.0
O000148,P0016,1,0.15
O000149,P0002,3,0.05
O000149,P0012,2,0.0
O000150,P0025,1,0.1
O000150,P0008,1,0.05
O000150,P0027,1,0.0
O000151,P0014,2,0.0
O000152,P0021,1,0.1
O000152,P0008,1,0.0
O000152,P0029,1,0.0
O000152,P0019,2,0.1
O000153,P0005,1,0.05
O000153,P0021,1,0.15
O000154,P0013,4,0.05
O000154,P0007,2,0.0
O000154,P0025,1,0.05
O000154,P0024,1,0.05
O000155,P0011,2,0.0
O000155,P0013,1,0.15
O000156,P0021,1,0.0
O000156,P0012,1,0.2
O000156,P0030,1,0.2
O000157,P0014,3,0.05
O000158,P0008,1,0.2
O000158,P0004,2,0.0
O000158,P0019,3,0.1
O000158,P0013,2,0.0
O000159,P0006,1,0.1
O000160,P0023,1,0.05
O000160,P0024,2,0.05
O000160,P0002,1,0.1
O000160,P0005,3,0.0
O000161,P0019,1,0.05
O000162,P0017,2,0.2
O000162,P0026,1,0.05
O000163,P0017,1,0.0
O000163,P0001,1,0.2
O000164,P0022,1,0.0
O000164,P0028,1,0.05
O000164,P0009,2,0.05
O000164,P0013,2,0.0
O000165,P0015,4,0.0
O000165,P0028,2,0.1
O000165,P0019,4,0.05
O000166,P0025,2,0.1
O000167,P0005,1,0.2
O000167,P0021,3,0.0
O000168,P0006,2,0.2
O000168,P0004,1,0.0
O000169,P0004,1,0.0
O000169,P0024,1,0.0
O000170,P0028,1,0.1
O000170,P0027,2,0.05
O000171,P0024,1,0.05
O000172,P0021,1,0.05
O000173,P0028,3,0.05
O000173,P0013,1,0.0
O000174,P0009,1,0.0
O000175,P0020,1,0.1
O000175,P0029,2,0.0
O000176,P0030,1,0.1
O000176,P0026,1,0.0
O000177,P0013,1,0.05
O000177,P0007,1,0.1
O000177,P0015,2,0.0
O000177,P0009,4,0.15
O000178,P0017,2,0.15
O000178,P0015,1,0.05
O000178,P0029,1,0.0
O000179,P0007,3,0.2
O000179,P0026,2,0.05
O000179,P0014,2,0.2
O000180,P0002,1,0.0
O000180,P0030,1,0.0
O000180,P0019,1,0.0
O000181,P0027,2,0.05
O000181,P0001,2,0.1
O000182,P0023,1,0.0
O000182,P0029,1,0.0
O000183,P0006,2,0.0
O000183,P0026,2,0.1
O000183,P0011,1,0.0
O000183,P0021,2,0.1
O000184,P0010,2,0.0
O000184,P0002,1,0.05
O000185,P0009,1,0.0
O000185,P0017,1,0.15
O000186,P0011,2,0.05
O000186,P0019,1,0.0
O000187,P0024,1,0.15
O000188,P0005,1,0.15
O000188,P0007,2,0.05
O000188,P0018,1,0.15
O000189,P0028,2,0.0
O000189,P0004,2,0.1
O000189,P0014,1,0.0
O000190,P0016,1,0.0
O000190,P0021,2,0.2
O000190,P0020,1,0.0
O000190,P0022,2,0.0
O000191,P0022,1,0.0
O000192,P0024,2,0.1
O000192,P0006,2,0.05
O000192,P0014,3,0.15
O000192,P0018,3,0.05
O000192,P0001,1,0.0
O000193,P0007,4,0.1
O000193,P0002,2,0.15
O000193,P0010,1,0.05
O000194,P0002,1,0.05
O000195,P0014,2,0.0
O000195,P0030,2,0.0
O000196,P0002,1,0.1
O000196,P0004,1,0.1
O000197,P0008,1,0.1
O000198,P0009,2,0.05
O000199,P0004,1,0.05
O000199,P0020,3,0.1
O000200,P0022,2,0.05
O000200,P0013,1,0.0
O000200,P0012,1,0.1
O000201,P0006,3,0.0
O000202,P0008,2,0.15
O000202,P0021,4,0.05
O000202,P0018,3,0.1
O000202,P0024,3,0.1
O000202,P0013,1,0.0
O000203,P0026,1,0.05
O000204,P0030,2,0.15
O000204,P0027,2,0.05
O000204,P0002,1,0.0
O000205,P0014,2,0.0
O000205,P0019,4,0.0
O000205,P0009,1,0.05
O000206,P0017,1,0.1
O000207,P0009,1,0.05
O000208,P0017,1,0.1
O000208,P0014,3,0.05
O000209,P0003,2,0.2
O000209,P0018,2,0.15
O000209,P0019,2,0.05
O000209,P0017,2,0.05
O000209,P0007,1,0.1
O000210,P0021,2,0.0
O000210,P0003,1,0.0
O000211,P0021,2,0.0
O000211,P0011,1,0.15
O000211,P0018,1,0.05
O000212,P0006,1,0.05
O000212,P0030,1,0.05
O000213,P0029,2,0.05
O000213,P0010,1,0.05
O000213,P0019,1,0.05
O000213,P0017,4,0.05
O000214,P0026,1,0.0
O000214,P0022,2,0.15
O000215,P0002,1,0.0
O000216,P0009,1,0.0
O000217,P0027,1,0.15
O000217,P0015,3,0.0
O000218,P0007,3,0.05
O000219,P0014,2,0.05
O000219,P0021,2,0.05
O000219,P0008,2,0.05
O000219,P0028,1,0.05
O000220,P0027,2,0.1
O000221,P0002,1,0.2
O000221,P0015,3,0.1
O000222,P0008,2,0.1
O000222,P0016,2,0.0
O000223,P0004,2,0.0
O000223,P0001,2,0.0
O000224,P0020,3,0.0
O000225,P0012,2,0.15
O000226,P0020,1,0.0
O000226,P0017,3,0.0
O000227,P0001,1,0.0
O000227,P0024,1,0.0
O000227,P0004,1,0.0
O000227,P0011,1,0.0
O000228,P0020,4,0.0
O000229,P0010,1,0.0
O000230,P0003,2,0.0
O000231,P0029,1,0.05
O000232,P0013,1,0.15
O000232,P0021,1,0.2
O000233,P0006,1,0.05
O000233,P0012,1,0.1
O000233,P0002,1,0.1
O000234,P0018,1,0.2
O000235,P0001,4,0.05
O000235,P0004,2,0.0
O000235,P0024,1,0.15
O000236,P0011,4,0.1
O000236,P0010,1,0.1
O000236,P0013,1,0.0
O000237,P0001,2,0.1
O000238,P0010,1,0.1
O000239,P0026,1,0.0
O000239,P0023,4,0.0
O000239,P0010,1,0.05
O000240,P0016,2,0.0
O000240,P0026,1,0.0
O000240,P0030,2,0.1
O000240,P0010,1,0.05
O000241,P0008,3,0.1
O000241,P0018,1,0.0
O000242,P0003,2,0.1
O000243,P0025,1,0.0
O000243,P0029,1,0.0
O000243,P0024,3,0.05
O000243,P0015,1,0.05
O000244,P0020,1,0.0
O000244,P0015,3,0.1
O000245,P0013,1,0.15
O000245,P0030,2,0.05
O000245,P0005,2,0.1
O000246,P0017,1,0.0
O000246,P0023,1,0.0
O000247,P0003,1,0.1
O000247,P0018,1,0.2
O000247,P0008,2,0.05
O000248,P0030,2,0.1
O000248,P0014,3,0.0
O000249,P0022,1,0.05
O000249,P0021,1,0.1
O000250,P0026,1,0.05
O000250,P0011,1,0.15
O000251,P0003,1,0.0
O000251,P0030,1,0.0
O000252,P0022,2,0.05
O000252,P0019,1,0.0
O000252,P0030,1,0.0
O000253,P0030,1,0.0
O000253,P0006,2,0.05
O000254,P0013,4,0.15
O000255,P0006,2,0.0
O000255,P0003,2,0.0
O000255,P0019,2,0.05
O000256,P0001,3,0.05
O000257,P0027,2,0.05
O000257,P0023,1,0.05
O000257,P0004,2,0.0
O000258,P0021,1,0.0
O000258,P0018,2,0.05
O000259,P0003,1,0.05
O000259,P0021,2,0.0
O000260,P0005,1,0.2
O000261,P0008,1,0.05
O000261,P0003,2,0.0
O000262,P0025,1,0.05
O000262,P0006,3,0.15
O000262,P0021,1,0.0
O000263,P0027,1,0.1
O000263,P0017,2,0.2
O000263,P0009,2,0.0
O000264,P0019,1,0.0
O000264,P0001,1,0.1
O000265,P0003,1,0.0
O000266,P0021,2,0.1
O000266,P0017,1,0.05
O000266,P0015,2,0.0
O000267,P0020,1,0.05
O000267,P0013,2,0.15
O000268,P0028,1,0.0
O000269,P0027,1,0.0
O000269,P0010,3,0.15
O000270,P0008,3,0.0
O000270,P0025,1,0.05
O000270,P0028,1,0.05
O000271,P0001,3,0.15
O000271,P0003,1,0.0
O000271,P0017,3,0.1
O000271,P0006,1,0.05
O000271,P0027,1,0.05
O000272,P0015,3,0.0
O000272,P0016,1,0.0
O000273,P0029,3,0.0
O000273,P0002,1,0.05
O000273,P0030,2,0.0
O000273,P0022,1,0.1
O000273,P0023,2,0.05
O000274,P0018,1,0.1
O000275,P0012,3,0.05
O000275,P0022,1,0.0
O000276,P0029,1,0.15
O000276,P0028,2,0.15
O000277,P0005,1,0.05
O000278,P0022,2,0.05
O000278,P0023,1,0.05
O000279,P0023,1,0.0
O000280,P0023,1,0.05
O000281,P0018,1,0.0
O000282,P0004,1,0.1
O000283,P0028,4,0.1
O000283,P0015,2,0.15
O000283,P0025,1,0.0
O000283,P0022,2,0.1
O000283,P0005,1,0.05
O000284,P0004,4,0.2
O000284,P0018,3,0.0
O000284,P0030,2,0.0
O000285,P0010,1,0.1
O000285,P0028,1,0.0
O000286,P0013,1,0.05
O000286,P0012,2,0.05
O000286,P0018,2,0.0
O000287,P0009,1,0.05
O000287,P0013,2,0.05
O000287,P0008,2,0.05
O000288,P0002,3,0.0
O000288,P0007,4,0.0
O000288,P0009,2,0.05
O000289,P0029,1,0.05
O000290,P0024,1,0.15
O000290,P0026,1,0.0
O000291,P0027,1,0.0
O000291,P0019,1,0.2
O000291,P0015,1,0.0
O000292,P0015,1,0.0
O000292,P0008,3,0.05
O000293,P0012,1,0.2
O000293,P0018,3,0.0
O000294,P0006,1,0.05
O000294,P0011,3,0.05
O000294,P0025,1,0.1
O000295,P0010,1,0.05
O000296,P0015,1,0.05
O000296,P0023,1,0.0
O000297,P0022,1,0.05
O000297,P0026,2,0.0
O000297,P0008,1,0.15
O000298,P0005,2,0.0
O000298,P0013,2,0.0
O000298,P0001,3,0.0
O000299,P0030,2,0.15
O000300,P0026,4,0.0
O000300,P0028,1,0.1
O000301,P0009,1,0.05
O000302,P0006,1,0.1
O000302,P0004,3,0.05
O000302,P0001,1,0.0
O000303,P0009,1,0.0
O000303,P0021,2,0.1
O000304,P0012,1,0.1
O000305,P0028,1,0.0
O000305,P0024,2,0.1
O000306,P0025,1,0.1
O000307,P0029,2,0.05
O000307,P0018,2,0.15
O000307,P0006,1,0.0
O000308,P0029,2,0.15
O000308,P0017,1,0.0
O000308,P0005,1,0.05
O000309,P0006,1,0.2
O000309,P0010,1,0.1
O000309,P0004,2,0.1
O000310,P0004,1,0.05
O000310,P0008,2,0.15
O000310,P0017,1,0.05
O000311,P0023,1,0.1
O000312,P0011,2,0.0
O000313,P0016,1,0.05
O000314,P0022,3,0.0
O000314,P0018,4,0.05
O000314,P0014,4,0.1
O000314,P0013,2,0.2
O000314,P0029,2,0.0
O000315,P0016,2,0.05
O000316,P0015,2,0.2
O000317,P0022,1,0.1
O000317,P0001,2,0.05
O000317,P0009,1,0.05
O000317,P0013,1,0.0
O000318,P0021,2,0.15
O000318,P0006,2,0.0
O000318,P0004,1,0.05
O000318,P0019,2,0.05
O000319,P0007,1,0.1
O000319,P0006,1,0.0
O000319,P0029,1,0.15
O000320,P0001,3,0.05
O000321,P0013,1,0.2
O000322,P0001,1,0.0
O000322,P0013,1,0.1
O000322,P0021,1,0.05
O000322,P0011,1,0.05
O000323,P0005,1,0.0
O000324,P0004,1,0.2
O000324,P0029,1,0.05
O000324,P0026,1,0.05
O000324,P0023,2,0.05
O000325,P0016,3,0.1
O000325,P0029,3,0.05
O000326,P0019,1,0.05
O000327,P0029,1,0.05
O000328,P0028,2,0.05
O000328,P0010,1,0.05
O000328,P0009,1,0.1
O000328,P0002,1,0.0
O000329,P0005,1,0.15
O000329,P0006,1,0.1
O000329,P0017,4,0.1
O000329,P0015,2,0.0
O000329,P0011,2,0.05
O000330,P0002,1,0.0
O000330,P0004,1,0.15
O000331,P0006,2,0.0
O000332,P0014,2,0.1
O000333,P0023,2,0.05
O000334,P0013,1,0.05
O000334,P0021,2,0.05
O000334,P0019,1,0.15
O000334,P0015,2,0.1
O000335,P0001,1,0.0
O000335,P0019,2,0.15
O000335,P0025,1,0.0
O000336,P0003,2,0.05
O000337,P0017,2,0.0
O000337,P0015,1,0.15
O000338,P0015,1,0.0
O000339,P0022,1,0.15
O000339,P0023,1,0.05
O000339,P0016,1,0.0
O000339,P0018,1,0.0
O000340,P0012,2,0.0
O000340,P0003,1,0.2
O000341,P0012,1,0.05
O000341,P0004,4,0.1
O000342,P0015,1,0.1
O000342,P0013,1,0.0
O000343,P0027,1,0.05
O000343,P0021,1,0.0
O000344,P0012,3,0.0
O000344,P0005,1,0.05
O000344,P0021,4,0.1
O000345,P0013,3,0.05
O000345,P0027,2,0.0
O000345,P0017,2,0.15
O000346,P0007,4,0.1
O000346,P0010,2,0.0
O000346,P0020,1,0.1
O000346,P0009,2,0.0
O000347,P0024,2,0.0
O000347,P0003,1,0.0
O000347,P0025,1,0.05
O000347,P0005,3,0.05
O000348,P0029,2,0.05
O000349,P0012,1,0.05
O000349,P0019,1,0.0
O000349,P0006,3,0.1
O000349,P0007,1,0.2
O000349,P0023,1,0.15
O000350,P0013,1,0.05
O000351,P0019,2,0.0
O000351,P0027,2,0.15
O000352,P0028,3,0.1
O000353,P0012,3,0.1
O000353,P0014,1,0.0
O000354,P0027,3,0.1
O000354,P0004,1,0.05
O000354,P0017,3,0.2
O000355,P0008,1,0.05
O000355,P0022,1,0.1
O000356,P0029,1,0.0
O000356,P0028,3,0.0
O000357,P0020,2,0.0
O000357,P0016,2,0.1
O000358,P0016,2,0.0
O000358,P0002,3,0.05
O000359,P0017,1,0.1
O000359,P0022,1,0.1
O000359,P0002,3,0.15
O000359,P0025,1,0.1
O000359,P0005,3,0.1
O000360,P0027,3,0.0
O000360,P0012,1,0.05
O000360,P0006,1,0.05
O000361,P0028,1,0.1
O000361,P0005,1,0.15
O000362,P0007,2,0.1
O000362,P0012,3,0.1
O000362,P0024,1,0.0
O000363,P0030,1,0.0
O000364,P0007,2,0.1
O000364,P0002,4,0.0
O000364,P0025,4,0.05
O000365,P0007,1,0.0
O000365,P0010,4,0.1
O000365,P0006,2,0.2
O000365,P0004,2,0.05
O000365,P0002,1,0.0
O000366,P0006,2,0.05
O000366,P0021,2,0.1
O000366,P0017,2,0.1
O000366,P0013,3,0.1
O000366,P0005,1,0.1
O000367,P0022,1,0.1
O000368,P0004,2,0.0
O000368,P0024,2,0.1
O000369,P0030,1,0.05
O000369,P0027,1,0.0
O000370,P0012,1,0.1
O000370,P0010,2,0.05
O000370,P0029,1,0.1
O000371,P0016,2,0.0
O000371,P0001,2,0.0
O000371,P0007,3,0.1
O000372,P0021,1,0.05
O000373,P0021,1,0.2
O000373,P0029,1,0.05
O000373,P0018,1,0.05
O000373,P0026,3,0.0
O000374,P0027,2,0.1
O000374,P0005,1,0.05
O000375,P0013,2,0.05
O000375,P0003,2,0.1
O000375,P0009,1,0.0
O000375,P0012,1,0.15
O000375,P0023,1,0.0
O000376,P0030,2,0.05
O000377,P0004,1,0.05
O000377,P0027,3,0.1
O000378,P0015,1,0.05
O000378,P0007,2,0.1
O000379,P0020,1,0.1
O000379,P0029,1,0.1
O000380,P0008,1,0.05
O000381,P0015,1,0.0
O000381,P0023,1,0.15
O000382,P0015,4,0.05
O000382,P0028,1,0.15
O000383,P0006,2,0.05
O000384,P0006,2,0.05
O000384,P0018,3,0.0
O000384,P0014,3,0.05
O000384,P0022,1,0.1
O000385,P0008,1,0.0
O000385,P0012,1,0.05
O000385,P0015,1,0.0
O000386,P0010,2,0.2
O000387,P0022,1,0.2
O000387,P0011,2,0.05
O000387,P0006,1,0.05
O000388,P0003,1,0.1
O000389,P0007,3,0.0
O000389,P0004,1,0.1
O000389,P0019,2,0.05
O000390,P0017,1,0.05
O000390,P0028,2,0.1
O000390,P0023,1,0.0
O000390,P0006,1,0.0
O000391,P0015,1,0.1
O000391,P0002,4,0.1
O000391,P0012,3,0.05
O000392,P0026,3,0.1
O000393,P0011,1,0.2
O000393,P0004,1,0.05
O000393,P0014,1,0.0
O000394,P0002,1,0.05
O000394,P0021,1,0.0
O000394,P0029,2,0.05
O000394,P0003,3,0.15
O000395,P0008,3,0.0
O000395,P0027,1,0.05
O000395,P0020,1,0.0
O000395,P0016,1,0.1
O000396,P0016,1,0.05
O000396,P0015,3,0.05
O000397,P0018,1,0.05
O000397,P0030,1,0.05
O000397,P0023,1,0.1
O000398,P0019,1,0.1
O000398,P0027,1,0.15
O000399,P0017,1,0.1
O000400,P0015,4,0.2
O000400,P0010,1,0.05
O000400,P0014,1,0.1
O000400,P0009,1,0.1
O000401,P0003,2,0.0
O000401,P0029,4,0.1
O000401,P0023,1,0.0
O000402,P0021,1,0.2
O000402,P0012,2,0.05
O000402,P0004,1,0.05
O000403,P0024,1,0.0
O000403,P0011,1,0.0
O000403,P0022,2,0.1
O000404,P0017,1,0.1
O000404,P0025,2,0.0
O000404,P0008,3,0.05
O000405,P0013,1,0.0
O000405,P0008,1,0.0
O000406,P0024,1,0.1
O000406,P0016,4,0.0
O000407,P0014,1,0.0
O000407,P0019,1,0.15
O000408,P0030,1,0.0
O000409,P0002,2,0.05
O000410,P0014,1,0.0
O000411,P0026,1,0.1
O000411,P0022,1,0.05
O000411,P0011,2,0.0
O000412,P0018,2,0.0
O000413,P0001,1,0.05
O000413,P0028,1,0.1
O000413,P0002,4,0.0
O000413,P0012,2,0.0
O000414,P0026,3,0.15
O000415,P0001,2,0.15
O000415,P0019,1,0.05
O000416,P0016,4,0.0
O000417,P0018,2,0.05
O000417,P0027,2,0.15
O000417,P0010,4,0.0
O000418,P0005,2,0.0
O000418,P0017,1,0.05
O000419,P0026,1,0.0
O000419,P0025,1,0.1
O000419,P0005,2,0.0
O000420,P0008,1,0.15
O000421,P0021,4,0.2
O000422,P0021,2,0.2
O000422,P0012,1,0.15
O000423,P0010,2,0.0
O000423,P0015,1,0.1
O000424,P0004,1,0.0
O000425,P0019,3,0.0
O000425,P0004,2,0.05
O000425,P0022,1,0.05
O000426,P0011,3,0.05
O000426,P0016,1,0.1
O000427,P0006,1,0.05
O000427,P0009,2,0.0
O000428,P0023,1,0.0
O000429,P0014,1,0.05
O000430,P0010,1,0.1
O000431,P0015,1,0.0
O000431,P0009,3,0.15
O000432,P0013,3,0.05
O000433,P0026,3,0.0
O000433,P0017,1,0.1
O000433,P0004,3,0.1
O000434,P0022,1,0.0
O000435,P0002,1,0.0
O000436,P0011,1,0.05
O000437,P0011,2,0.1
O000437,P0003,2,0.15
O000437,P0010,1,0.2
O000437,P0018,1,0.2
O000438,P0022,1,0.15
O000439,P0013,1,0.05
O000440,P0017,2,0.0
O000440,P0019,3,0.0
O000440,P0012,1,0.05
O000441,P0002,3,0.2
O000441,P0009,2,0.0
O000441,P0027,1,0.05
O000442,P0008,2,0.0
O000442,P0028,1,0.0
O000443,P0030,2,0.05
O000443,P0027,2,0.0
O000444,P0016,1,0.05
O000444,P0019,2,0.05
O000445,P0005,2,0.0
O000445,P0022,1,0.05
O000445,P0004,1,0.15
O000446,P0021,1,0.15
O000447,P0009,3,0.2
O000448,P0022,2,0.0
O000449,P0007,1,0.0
O000449,P0028,1,0.05
O000449,P0004,1,0.05
O000450,P0027,1,0.0
O000451,P0025,1,0.05
O000451,P0007,3,0.05
O000452,P0004,1,0.0
O000452,P0003,3,0.0
